0, 0.233005
1, 0.23389
2, 0.23385
3, 0.232965
4, 0.23241
5, 0.233375
6, 0.23318
7, 0.232075
8, 0.23219
9, 0.23319
10, 0.234155
11, 0.23227
12, 0.232355
13, 0.23384
14, 0.232195
15, 0.23219
16, 0.233705
17, 0.23229
18, 0.233135
19, 0.234095
20, 0.232765
21, 0.233025
22, 0.232725
23, 0.2324
24, 0.232375
25, 0.23269
26, 0.232465
27, 0.2343
28, 0.23274
29, 0.232705
30, 0.233445
31, 0.234525
32, 0.231715
33, 0.233495
34, 0.2331
35, 0.232555
36, 0.232915
37, 0.233395
38, 0.23252
39, 0.23371
40, 0.234015
41, 0.232275
42, 0.23464
43, 0.23311
44, 0.233705
45, 0.23329
46, 0.232545
47, 0.23333
48, 0.23149
49, 0.23298
50, 0.232925
51, 0.23051
52, 0.232895
53, 0.23369
54, 0.232195
55, 0.233545
56, 0.233695
57, 0.232225
58, 0.232705
59, 0.233165
60, 0.23227
61, 0.23385
62, 0.232345
63, 0.233975
64, 0.233035
65, 0.232055
66, 0.23319
67, 0.23374
68, 0.232605
69, 0.232085
70, 0.232035
71, 0.23209
72, 0.232925
73, 0.23194
74, 0.232615
75, 0.233635
76, 0.23348
77, 0.232855
78, 0.232275
79, 0.2323
80, 0.232115
81, 0.23248
82, 0.232655
83, 0.23386
84, 0.23376
85, 0.233205
86, 0.23281
87, 0.23354
88, 0.232495
89, 0.233085
90, 0.233085
91, 0.233495
92, 0.23414
93, 0.233385
94, 0.231735
95, 0.23146
96, 0.23
97, 0.233445
98, 0.231185
99, 0.23312
100, 0.232835
101, 0.23282
102, 0.23397
103, 0.231985
104, 0.232185
105, 0.23318
106, 0.232775
107, 0.232425
108, 0.232905
109, 0.23257
110, 0.232755
111, 0.2327
112, 0.23372
113, 0.233045
114, 0.232645
115, 0.230895
116, 0.23305
117, 0.23307
118, 0.231955
119, 0.23339
120, 0.231055
121, 0.23333
122, 0.23418
123, 0.232395
124, 0.23207
125, 0.232085
126, 0.232125
127, 0.23348
128, 0.23275
129, 0.231815
130, 0.23343
131, 0.231615
132, 0.23371
133, 0.23216
134, 0.233515
135, 0.23376
136, 0.23328
137, 0.23397
138, 0.233315
139, 0.23369
140, 0.23267
141, 0.23243
142, 0.23306
143, 0.233255
144, 0.232695
145, 0.232685
146, 0.23297
147, 0.23266
148, 0.23204
149, 0.232905
150, 0.233375
151, 0.234475
152, 0.23294
153, 0.23355
154, 0.23179
155, 0.232235
156, 0.23485
157, 0.232615
158, 0.233425
159, 0.23244
160, 0.233105
161, 0.233135
162, 0.233725
163, 0.231505
164, 0.232515
165, 0.23257
166, 0.23308
167, 0.232215
168, 0.233445
169, 0.232855
170, 0.23289
171, 0.23372
172, 0.23274
173, 0.23213
174, 0.231635
175, 0.23348
176, 0.23352
177, 0.23281
178, 0.233955
179, 0.23429
180, 0.23406
181, 0.233655
182, 0.231385
183, 0.231625
184, 0.23387
185, 0.23401
186, 0.233765
187, 0.23347
188, 0.23321
189, 0.23301
190, 0.232245
191, 0.23213
192, 0.23316
193, 0.232385
194, 0.233435
195, 0.23254
196, 0.23392
197, 0.232575
198, 0.23249
199, 0.23347
200, 0.232865
201, 0.232135
202, 0.23274
203, 0.234175
204, 0.23334
205, 0.23258
206, 0.232385
207, 0.230985
208, 0.23356
209, 0.232835
210, 0.233205
211, 0.234235
212, 0.23272
213, 0.23353
214, 0.233965
215, 0.232825
216, 0.2339
217, 0.23282
218, 0.23228
219, 0.234045
220, 0.232355
221, 0.232515
222, 0.23303
223, 0.23346
224, 0.231645
225, 0.232835
226, 0.23387
227, 0.232115
228, 0.232615
229, 0.233115
230, 0.232925
231, 0.23168
232, 0.232175
233, 0.232655
234, 0.23235
235, 0.23306
236, 0.23309
237, 0.233595
238, 0.231335
239, 0.233655
240, 0.23194
241, 0.232185
242, 0.23065
243, 0.23271
244, 0.23228
245, 0.233025
246, 0.23365
247, 0.23331
248, 0.23326
249, 0.232755
250, 0.232805
251, 0.23335
252, 0.232465
253, 0.23222
254, 0.233455
255, 0.23287
256, 0.232335
257, 0.233535
258, 0.233565
259, 0.23222
260, 0.23277
261, 0.233185
262, 0.233935
263, 0.232635
264, 0.23315
265, 0.23138
266, 0.233545
267, 0.23266
268, 0.2329
269, 0.23323
270, 0.232805
271, 0.232875
272, 0.233515
273, 0.233365
274, 0.23233
275, 0.232765
276, 0.231885
277, 0.232245
278, 0.23396
279, 0.23307
280, 0.23282
281, 0.23363
282, 0.234065
283, 0.232265
284, 0.231905
285, 0.23292
286, 0.232465
287, 0.23245
288, 0.23377
289, 0.233735
290, 0.23274
291, 0.233645
292, 0.233435
293, 0.232535
294, 0.23192
295, 0.232225
296, 0.232025
297, 0.233435
298, 0.234415
299, 0.23344
300, 0.232885
301, 0.233215
302, 0.232755
303, 0.23344
304, 0.231575
305, 0.231315
306, 0.23401
307, 0.23397
308, 0.23223
309, 0.2347
310, 0.234415
311, 0.23292
312, 0.232965
313, 0.233655
314, 0.233155
315, 0.233295
316, 0.23386
317, 0.23309
318, 0.233325
319, 0.233055
320, 0.23254
321, 0.233325
322, 0.23312
323, 0.23414
324, 0.23203
325, 0.231485
326, 0.23285
327, 0.233165
328, 0.232685
329, 0.23296
330, 0.233905
331, 0.23313
332, 0.232345
333, 0.23487
334, 0.232985
335, 0.233715
336, 0.23391
337, 0.23218
338, 0.233135
339, 0.23169
340, 0.233505
341, 0.233395
342, 0.232045
343, 0.233275
344, 0.23177
345, 0.23333
346, 0.23279
347, 0.23347
348, 0.233105
349, 0.232315
350, 0.23304
351, 0.231225
352, 0.229905
353, 0.2342
354, 0.23199
355, 0.23326
356, 0.23315
357, 0.233175
358, 0.23186
359, 0.23269
360, 0.23202
361, 0.233375
362, 0.231235
363, 0.233075
364, 0.23217
365, 0.232055
366, 0.23238
367, 0.23347
368, 0.23233
369, 0.23318
370, 0.232525
371, 0.23241
372, 0.233485
373, 0.231935
374, 0.231975
375, 0.231825
376, 0.23266
377, 0.232325
378, 0.233225
379, 0.234865
380, 0.23374
381, 0.231505
382, 0.23332
383, 0.231815
384, 0.23361
385, 0.23182
386, 0.232395
387, 0.233175
388, 0.23332
389, 0.23102
390, 0.23321
391, 0.2323
392, 0.23286
393, 0.23298
394, 0.231455
395, 0.23314
396, 0.23352
397, 0.23188
398, 0.23216
399, 0.23265
400, 0.233145
401, 0.23319
402, 0.23171
403, 0.23258
404, 0.234245
405, 0.23302
406, 0.233145
407, 0.23297
408, 0.23235
409, 0.232765
410, 0.233575
411, 0.234295
412, 0.23313
413, 0.233485
414, 0.23172
415, 0.23259
416, 0.23337
417, 0.23282
418, 0.23111
419, 0.232115
420, 0.23194
421, 0.232425
422, 0.232655
423, 0.233275
424, 0.23322
425, 0.2322
426, 0.23269
427, 0.23185
428, 0.2308
429, 0.23407
430, 0.232885
431, 0.23314
432, 0.23309
433, 0.23218
434, 0.23228
435, 0.232285
436, 0.23303
437, 0.232925
438, 0.23194
439, 0.23399
440, 0.233605
441, 0.23324
442, 0.23255
443, 0.23306
444, 0.23181
445, 0.23271
446, 0.23192
447, 0.2327
448, 0.23237
449, 0.233395
450, 0.23228
451, 0.23344
452, 0.23397
453, 0.232975
454, 0.232265
455, 0.232665
456, 0.232815
457, 0.23294
458, 0.23483
459, 0.231895
460, 0.23369
461, 0.23252
462, 0.23349
463, 0.231515
464, 0.23335
465, 0.23414
466, 0.233125
467, 0.23136
468, 0.23207
469, 0.231515
470, 0.2319
471, 0.23258
